Price,Bedrooms,Bathrooms,Square Footage,Lot Size (Acres),Features,Listing Description
259400,3,2,1155,0.2,"['programmable thermostat', 'recessed lighting', 'updated kitchen', 'open concept layout', 'walk-in pantry']","This exquisite 3-bedroom residence is a celebration of refined living. Set in a coveted mountain view locale, the home offers 1155 square feet of versatile space and 2 contemporary bathrooms. The 0.2-acre property delivers the perfect backdrop for your lifestyle. Premium features like recessed lighting, programmable thermostat, walk-in pantry, updated kitchen, open concept layout create an unmatched living experience. Offered at $259,400.0."
245200,3,1.5,1406,0.12,"['pendant lighting', 'double vanity in master', 'ceiling fans', 'patio or deck', 'kitchen island', 'upgraded trim package', 'basic landscaping']","This luxurious 3-bedroom home represents the perfect blend of style and practicality. Located in a coveted peaceful neighborhood, the 1406 square foot residence features 1.5 well-appointed bathrooms. The 0.1-acre grounds provide ample space for your lifestyle. Special attributes include double vanity in master, ceiling fans, pendant lighting. Priced to move at $245,200.0."
228400,3,1.5,1246,0.12,"['custom paint colors', 'updated hardware', 'extra insulation', 'garage storage systems', 'nice appliances']","Welcome to a higher standard of living with this refined 3-bedroom masterpiece. Set in a premium historic district, the 1246 square foot home includes 1.5 meticulously crafted bathrooms. The 0.1-acre property offers both privacy and versatility. Distinctive elements include updated hardware, garage storage systems, extra insulation, nice appliances. Offered at $228,400.0."
600900,4,2,2293,0.46,"['architectural details', 'custom cabinetry', 'backup generator', 'imported materials', 'hot tub', 'guest suite', 'meditation garden', 'home automation', 'soaker tubs', 'gourmet kitchen']","Find your sanctuary in this exceptional 4-bedroom home that checks all the right boxes. Located in a premier desirable subdivision, the 2293 square foot interior features 2 meticulously designed bathrooms. The 0.5-acre grounds provide the perfect canvas for outdoor enjoyment. Noteworthy highlights include architectural details, meditation garden, guest suite, custom cabinetry. Yours for $600,900.0."
348700,3,1.5,1333,0.26,"['patio or deck', 'programmable thermostat', 'ceiling fans', 'open concept layout', 'hardwood floors']","This elegant 3-bedroom home offers a life without compromise. Located in a peaceful neighborhood, the residence spans 1333 square feet and includes 1.5 tastefully finished bathrooms. The 0.3-acre grounds set the stage for your ideal lifestyle. Noteworthy elements include programmable thermostat, open concept layout, ceiling fans, patio or deck. Priced to sell at $348,700.0."
179100,2,1,933,0.12,"['simple closet systems', 'ready-made window treatments', 'simple kitchen layout']","This magnificent 2-bedroom gem awaits your personal touch. Nestled in a premium suburban retreat, the 933 square foot residence includes 1 well-appointed bathrooms. The 0.1-acre setting creates a welcoming atmosphere with room to grow. Key attributes include ready-made window treatments, simple kitchen layout, simple closet systems. An outstanding value at $179,100.0."
428100,5,3,2050,0.8,"['architectural details', 'built-in entertainment center', 'security system', 'dramatic entryway', 'soaker tubs', 'solar panel readiness', 'home automation']","Prepare for love at first sight with this distinctive 5-bedroom retreat. Tucked away in a vibrant downtown, the 2050 square foot home is a sanctuary of modern design. 3 thoughtfully designed bathrooms complement the expansive 0.8-acre property. Discover exceptional living through features like dramatic entryway, built-in entertainment center, architectural details. An unbeatable value at $428,100.0."
693100,5,2.5,2003,0.35,"['custom cabinetry', 'custom lighting', 'marble floors', 'sauna', 'metal roof', 'architectural details', 'imported materials', 'stone countertops', 'natural stone exterior', 'home automation']","Discover your personal oasis in this exquisite 5-bedroom haven. Strategically located in a scenic enclave, the 2003 square foot home is a breath of fresh air. 2.5 meticulously crafted bathrooms and a 0.3-acre lot offer the ultimate in privacy and comfort. Distinctive touches like stone countertops, natural stone exterior, architectural details, custom lighting set this property apart. Remarkably priced at $693,100.0."
448200,3,2,1912,0.5,"['home theater wiring', 'custom cabinetry', 'swimming pool', 'hot tub', 'marble floors', 'advanced security systems', 'central vacuum system', 'built-in speakers', 'gourmet kitchen', 'high-end appliances']","Step into your new beginning with this contemporary 3-bedroom residence. Thoughtfully designed with 1912 square feet of living space on a 0.5-acre lot, this home defines modern comfort. The 2 well-appointed bathrooms add convenience and style. You'll appreciate amenities like high-end appliances, home theater wiring, swimming pool, advanced security systems, built-in speakers. Make it yours for $448,200.0."
161500,3,2,1022,0.12,"['basic trim work', 'basic light switches', 'small patio', 'carpet in bedrooms', 'standard electrical outlets', 'standard interior doors']","Discover perfection in this stunning 3-bedroom residence where no detail has been overlooked. Set in a premium riverside setting, the 1022 square foot floor plan includes 2 meticulously designed bathrooms. The 0.1-acre property offers both space and serenity. Stand-out features include basic trim work, standard interior doors, small patio, basic light switches, carpet in bedrooms. Yours for $161,500.0."
244300,3,2,1158,0.12,"['double vanity in master', 'pendant lighting', 'linen closet', 'stainless steel appliances', 'attic storage solutions']","Your dream lifestyle starts here! This serene 3-bedroom home is nothing short of spectacular. Perfectly positioned in a peaceful neighborhood, the 1158 square foot residence is a true standout. 2 designer bathrooms and a 0.1-acre lot create an unparalleled living experience. Be captivated by remarkable features including pendant lighting, linen closet, attic storage solutions. An exceptional opportunity at $244,300.0."
492300,6,3.5,2869,0.68,"['security system', 'swimming pool', 'waterfall countertops', 'energy-efficient systems', 'electric car charging station', 'meditation garden', 'hot tub', 'stone countertops', 'custom front door', 'custom shower systems']","Prepare to fall in love with this remarkable 6-bedroom residence that defines elevated living. Set in a highly desired mountain view locale, the 2869 square foot home features 3.5 expertly designed bathrooms. The 0.7-acre property offers both privacy and potential. Special features include electric car charging station, swimming pool, hot tub, custom shower systems, custom front door. Priced right at $492,300.0."
223400,3,1.5,1483,0.12,"['energy-efficient windows', 'linen closet', 'functional storage', 'garage storage systems', 'attic storage solutions', 'crown molding in main rooms', 'dual-pane windows']","Seize this opportunity to own a contemporary 3-bedroom home that defines modern living. Located in a premium mountain view locale, the 1483 square foot residence includes 1.5 meticulously planned bathrooms. The 0.1-acre property offers both privacy and versatility. Special elements include energy-efficient windows, crown molding in main rooms, dual-pane windows. Yours for $223,400.0."
354200,3,1.5,1588,0.2,"[""butler's pantry"", 'home gym pre-wiring', 'three-car garage', 'advanced security systems', 'custom cabinetry', 'wet bar', 'hot tub', 'sauna', 'security system', 'home theater wiring', 'custom closet systems']","Discover perfection in this magnificent 3-bedroom residence where no detail has been overlooked. Set in a premium tree-lined street, the 1588 square foot floor plan includes 1.5 meticulously designed bathrooms. The 0.2-acre property offers both space and serenity. Stand-out features include security system, wet bar, advanced security systems, hot tub. Yours for $354,200.0."
404300,3,2,1783,0.54,"['stone countertops', 'voice-controlled systems', 'custom-built shelving', 'high-end finishes', 'outdoor kitchen', 'three-car garage', 'built-in speakers', ""butler's pantry"", 'high-end appliances']","A rare find has arrived! This beautiful 3-bedroom residence redefines home living. Commanding a prime location in a riverside setting, the 1783 square foot layout is pure inspiration. 2 carefully designed bathrooms and a 0.5-acre lot offer the ultimate in comfort and style. Be transformed by exceptional features such as high-end finishes, outdoor kitchen, stone countertops. An unbelievable value at $404,300.0."
