Price,Bedrooms,Bathrooms,Square Footage,Lot Size (Acres),Features,Listing Description
298100.0,2,1.5,1013,0.1,"['ceiling fans', 'modern lighting', 'hardwood floors', 'basic landscaping', 'nice appliances']","Your search for perfection ends here! This magnificent 2-bedroom home is simply incomparable. Located in a mountain view locale, the 1013 square foot residence is a breath of fresh air. 1.5 elegantly appointed bathrooms complement the 0.1-acre grounds. Experience living at its finest with extraordinary features including ceiling fans, modern lighting, nice appliances, hardwood floors, basic landscaping. An investment in your future at $298,100.0."
308400.0,3,1.5,1467,0.1,"['functional storage', 'energy-efficient windows', 'basic landscaping', 'ceiling fans', 'modern lighting', 'nice appliances', 'hardwood floors', 'updated kitchen']","Luxury meets functionality in this classic 3-bedroom treasure. Nestled in a scenic enclave, the 1467 square foot home is a masterpiece of modern design. 1.5 impeccable bathrooms adorn this 0.1-acre paradise. Discover living at its finest with features like updated kitchen, ceiling fans, modern lighting. Priced to impress at $308,400.0."
217700.0,3,2.0,1023,0.16,"['modern lighting', 'nice appliances', 'ceiling fans', 'energy-efficient windows', 'functional storage', 'updated kitchen', 'hardwood floors', 'basic landscaping']","Luxury meets functionality in this stunning 3-bedroom treasure. Nestled in a up-and-coming area, the 1023 square foot home is a masterpiece of modern design. 2 impeccable bathrooms adorn this 0.2-acre paradise. Discover living at its finest with features like basic landscaping, ceiling fans, modern lighting, functional storage. Priced to impress at $217,700.0."
299500.0,2,1.5,1165,0.15,"['functional storage', 'modern lighting', 'basic landscaping', 'nice appliances', 'ceiling fans']","Welcome home to elegance! This serene 2-bedroom sanctuary redefines residential living. Proudly positioned in a desirable subdivision, the 1165 square foot home is a masterclass in design. 1.5 spa-like bathrooms complement the expansive 0.1-acre grounds. Be impressed by premium features including ceiling fans, modern lighting, functional storage, basic landscaping. An unparalleled opportunity at $299,500.0."
361900.0,4,2.0,2113,0.12,"['energy-efficient systems', 'high-end appliances', 'spa-like bathrooms', 'outdoor living spaces', 'custom lighting', 'designer windows', 'smart home features', 'walk-in closets', 'hardwood floors']","Luxury meets functionality in this impressive 4-bedroom treasure. Nestled in a scenic enclave, the 2113 square foot home is a masterpiece of modern design. 2 impeccable bathrooms adorn this 0.1-acre paradise. Discover living at its finest with features like smart home features, designer windows, high-end appliances, walk-in closets. Priced to impress at $361,900.0."
529900.0,3,1.5,1500,0.53,"['hardwood floors', 'energy-efficient systems', 'professional landscaping', 'custom lighting', 'spa-like bathrooms', 'high-end appliances', 'walk-in closets', 'smart home features']","Architectural brilliance meets everyday comfort in this luxurious 3-bedroom masterpiece. Commanding a prime spot in a up-and-coming area, the 1500 square foot residence speaks volumes. 1.5 designer bathrooms and a 0.5-acre lot create the ultimate living environment. Be captivated by unique elements such as spa-like bathrooms, hardwood floors, smart home features. Exclusively available at $529,900.0."
435300.0,3,2.0,1115,0.6,"['smart home features', 'spa-like bathrooms', 'professional landscaping', 'high-end appliances', 'outdoor living spaces', 'custom lighting', 'gourmet kitchen', 'designer windows', 'energy-efficient systems', 'hardwood floors', 'walk-in closets']","Introducing a home that checks every box! This serene 3-bedroom property is a true showstopper. Perfectly situated in a historic district, the 1115 square foot home is a work of art. 2 stunning bathrooms grace this 0.6-acre estate. Fall in love with unique features like designer windows, custom lighting, smart home features, hardwood floors, energy-efficient systems. Remarkably accessible at $435,300.0."
701700.0,5,2.5,3235,0.72,"['designer windows', 'custom lighting', 'high-end appliances', 'smart home features', 'spa-like bathrooms', 'outdoor living spaces', 'hardwood floors']","Prepare to be impressed by this luxurious home that seamlessly blends comfort and style. Boasting 5 bedrooms, 2.5 bathrooms, and 3235 square feet of thoughtfully designed space, this historic district property sits on a 0.7-acre lot that promises privacy and potential. Unique features such as spa-like bathrooms, designer windows, custom lighting, hardwood floors set this home apart. Offered at $701,700.0, this is an investment in your future."
218200.0,3,2.0,1158,0.17,"['energy-efficient windows', 'nice appliances', 'updated kitchen', 'ceiling fans', 'hardwood floors']","A true gem has arrived! This pristine 3-bedroom home represents the pinnacle of contemporary living. Strategically positioned in a mountain view locale, the property spans 1158 square feet of pure inspiration. 2 bathrooms provide both luxury and practicality on a 0.2-acre canvas. Distinguished by hardwood floors, nice appliances, energy-efficient windows, updated kitchen, this home transcends ordinary expectations. Incredibly priced at $218,200.0, opportunity knocks."
420400.0,3,2.0,1399,0.43,"['smart home features', 'custom lighting', 'outdoor living spaces', 'hardwood floors', 'spa-like bathrooms', 'designer windows', 'gourmet kitchen', 'energy-efficient systems']","Architectural brilliance meets everyday comfort in this luxurious 3-bedroom masterpiece. Commanding a prime spot in a sought-after community, the 1399 square foot residence speaks volumes. 2 designer bathrooms and a 0.4-acre lot create the ultimate living environment. Be captivated by unique elements such as gourmet kitchen, spa-like bathrooms, hardwood floors, energy-efficient systems. Exclusively available at $420,400.0."
319100.0,3,2.0,1911,0.1,"['hardwood floors', 'energy-efficient windows', 'modern lighting', 'nice appliances', 'updated kitchen', 'ceiling fans']","Your search ends here! This incredible 3-bedroom masterpiece is a testament to refined living. Nestled in a quiet cul-de-sac, the 1911 square foot home boasts 2 perfectly appointed bathrooms. The 0.1-acre property offers both elegance and functionality. Elevate your lifestyle with features like modern lighting, updated kitchen, ceiling fans, nice appliances. Competitively priced at $319,100.0, this home won't last long."
712100.0,5,2.5,2197,0.42,"['spa-like bathrooms', 'gourmet kitchen', 'designer windows', 'high-end appliances', 'energy-efficient systems', 'professional landscaping', 'walk-in closets', 'custom lighting', 'outdoor living spaces', 'hardwood floors', 'smart home features']","Your search ends here! This delightful 5-bedroom masterpiece is a testament to refined living. Nestled in a prime location, the 2197 square foot home boasts 2.5 perfectly appointed bathrooms. The 0.4-acre property offers both elegance and functionality. Elevate your lifestyle with features like professional landscaping, high-end appliances, gourmet kitchen. Competitively priced at $712,100.0, this home won't last long."
214600.0,4,2.5,1565,0.11,"['functional storage', 'ceiling fans', 'hardwood floors', 'basic landscaping', 'energy-efficient windows']","Welcome home to elegance! This magnificent 4-bedroom sanctuary redefines residential living. Proudly positioned in a tree-lined street, the 1565 square foot home is a masterclass in design. 2.5 spa-like bathrooms complement the expansive 0.1-acre grounds. Be impressed by premium features including energy-efficient windows, functional storage, hardwood floors, ceiling fans, basic landscaping. An unparalleled opportunity at $214,600.0."
212000.0,3,1.5,1335,0.05,"['nice appliances', 'energy-efficient windows', 'hardwood floors', 'ceiling fans', 'basic landscaping']","A rare find has arrived! This serene 3-bedroom residence redefines home living. Commanding a prime location in a peaceful neighborhood, the 1335 square foot layout is pure inspiration. 1.5 carefully designed bathrooms and a 0.1-acre lot offer the ultimate in comfort and style. Be transformed by exceptional features such as hardwood floors, energy-efficient windows, basic landscaping. An unbelievable value at $212,000.0."
233300.0,2,1.0,1102,0.05,"['functional storage', 'updated kitchen', 'modern lighting', 'basic landscaping', 'ceiling fans', 'hardwood floors', 'nice appliances']","A home that truly has it all! This charming 2-bedroom property is a game-changer. Situated in a historic district, the 1102 square foot layout maximizes every square inch. 1 beautifully designed bathrooms grace this 0.1-acre retreat. Fall in love with exceptional features such as nice appliances, ceiling fans, basic landscaping, functional storage. An incredible value at $233,300.0."
150000.0,3,1.5,1015,0.12,"['vinyl siding', 'modest kitchen', 'basic lighting', 'standard windows']","A rare find has arrived! This beautiful 3-bedroom residence redefines home living. Commanding a prime location in a waterfront community, the 1015 square foot layout is pure inspiration. 1.5 carefully designed bathrooms and a 0.1-acre lot offer the ultimate in comfort and style. Be transformed by exceptional features such as basic lighting, vinyl siding, modest kitchen, standard windows. An unbelievable value at $150,000."
240300.0,3,2.0,1078,0.1,"['nice appliances', 'hardwood floors', 'energy-efficient windows', 'modern lighting', 'ceiling fans', 'basic landscaping', 'updated kitchen', 'functional storage']","Architectural brilliance meets everyday comfort in this incredible 3-bedroom masterpiece. Commanding a prime spot in a historic district, the 1078 square foot residence speaks volumes. 2 designer bathrooms and a 0.1-acre lot create the ultimate living environment. Be captivated by unique elements such as updated kitchen, ceiling fans, hardwood floors. Exclusively available at $240,300.0."
